상권업종중분류코드,상호명,지점명,광역시도,시군구,도로명주소,커피샵
Q12,스타벅스,분당이마트점,경기도,성남시 분당구,경기도 성남시 분당구 불정로 134,스타벅스
Q12,스타벅스,동탄역점,경기도,화성시,경기도 화성시 동탄대로 495,스타벅스
Q12,스타벅스,안양역점,경기도,안양시 만안구,경기도 안양시 만안구 장내로149번길 53,스타벅스
Q12,스타벅스,배곧신도시점,경기도,시흥시,경기도 시흥시 배곧전원로 12-7,스타벅스
Q12,스타벅스,야탑터미널점,경기도,성남시 분당구,경기도 성남시 분당구 성남대로925번길 16,스타벅스
Q12,스타벅스,판교브릿지타워점,경기도,성남시 분당구,경기도 성남시 분당구 판교로227번길 6,스타벅스
Q12,스타벅스,수내점,경기도,성남시 분당구,경기도 성남시 분당구 황새울로 234,스타벅스
Q12,스타벅스중동이마트,중동이마트,경기도,부천시,경기도 부천시 석천로 188,스타벅스
Q12,스타벅스,하남미사,경기도,하남시,경기도 하남시 미사강변북로30번길 130,스타벅스
Q12,스타벅스,광명소하디티점,경기도,광명시,경기도 광명시 오리로 363,스타벅스
Q12,스타벅스,부천심곡DT점,경기도,부천시,경기도 부천시 부천로 97,스타벅스
Q12,스타벅스,하남시청점,경기도,하남시,경기도 하남시 대청로 34,스타벅스
Q12,스타벅스,,경기도,양주시,경기도 양주시 남면 개나리11길 1,스타벅스
Q12,스타벅스,수원권선DT점,경기도,수원시 권선구,경기도 수원시 권선구 매송고색로 543,스타벅스
Q12,스타벅스,,경기도,동두천시,경기도 동두천시 중앙로 348,스타벅스
Q12,스타벅스,일산가구단지점,경기도,고양시 일산서구,경기도 고양시 일산서구 하이파크2로 67,스타벅스
Q12,스타벅스,리버사이드팔당DT점,경기도,남양주시,경기도 남양주시 와부읍 경강로 770,스타벅스
Q12,스타벅스,수원천천점,경기도,수원시 장안구,경기도 수원시 장안구 덕영대로535번길 46,스타벅스
Q12,스타벅스,용인중부대로점,경기도,용인시,경기도 용인시 기흥구 중부대로 56,스타벅스
Q12,스타벅스,수원KBSDT점,경기도,수원시 팔달구,경기도 수원시 팔달구 권광로 265,스타벅스
Q12,스타벅스커피백석중앙로,,경기도,고양시 일산동구,경기도 고양시 일산동구 강송로 33,스타벅스
Q12,스타벅스,,경기도,안성시,경기도 안성시 삼죽면 삼백로 10,스타벅스
Q12,스타벅스,포천DT점,경기도,포천시,경기도 포천시 호국로 925,스타벅스
Q12,스타벅스,구리인창점,경기도,구리시,경기도 구리시 건원대로 67,스타벅스
Q12,스타벅스,이천사음DT점,경기도,이천시,경기도 이천시 경충대로 3045,스타벅스
Q12,스타벅스,일산풍동DT점,경기도,고양시 일산동구,경기도 고양시 일산동구 백마로 475,스타벅스
Q12,스타벅스,정자역점,경기도,성남시 분당구,경기도 성남시 분당구 성남대로343번길 12-2,스타벅스
Q12,스타벅스안양호계DT,,경기도,안양시 동안구,경기도 안양시 동안구 엘에스로 27,스타벅스
Q12,스타벅스,배곧아브뉴프랑점,경기도,시흥시,경기도 시흥시 서울대학로264번길 19,스타벅스
Q12,스타벅스,별내점,경기도,남양주시,경기도 남양주시 별내중앙로 64,스타벅스
Q12,스타벅스,시화로데오점,경기도,시흥시,경기도 시흥시 중심상가2길 20-5,스타벅스
Q12,STARBUCKSCOFFEE,,경기도,성남시 분당구,경기도 성남시 분당구 판교역로192번길 14,스타벅스
Q12,스타벅스,스타필드고양3F잇토피아점,경기도,고양시 덕양구,경기도 고양시 덕양구 고양대로 1955,스타벅스
Q12,스타벅스,수원망포역점,경기도,수원시,경기도 수원시 영통구 영통로 195,스타벅스
Q12,스타벅스,평내DT점,경기도,남양주시,경기도 남양주시 경춘로 1269,스타벅스
Q12,스타벅스,양주고읍점,경기도,양주시,경기도 양주시 고읍남로 20,스타벅스
Q12,스타벅스,시흥프리미엄아울렛3층점,경기도,시흥시,경기도 시흥시 서해안로 699,스타벅스
Q12,스타벅스,수지풍덕천점,경기도,용인시 수지구,경기도 용인시 수지구 수지로296번길 51-11,스타벅스
Q12,스타벅스,일산후곡점,경기도,고양시 일산서구,경기도 고양시 일산서구 일산로 541,스타벅스
Q12,스타벅스신세계하남2F점,신세계하남2F점,경기도,하남시,경기도 하남시 미사대로 750,스타벅스
Q12,스타벅스,킨텍스이마트점,경기도,고양시 일산서구,경기도 고양시 일산서구 킨텍스로 171,스타벅스
Q12,스타벅스,스타필드위례1FR점,경기도,하남시,경기도 하남시 위례대로 200,스타벅스
Q12,스타벅스,의정부예술의전당DT점,경기도,의정부시,경기도 의정부시 경의로 31,스타벅스
Q12,스타벅스,광교역점,경기도,수원시 영통구,경기도 수원시 영통구 대학로 47,스타벅스
Q12,스타벅스,여주DT점,경기도,여주시,경기도 여주시 세종로 358,스타벅스
Q12,스타벅스,산본사거리점,경기도,군포시,경기도 군포시 고산로 701,스타벅스
Q12,스타벅스,오산갈곶DT점,경기도,오산시,경기도 오산시 경기대로 50,스타벅스
Q12,스타벅스,과천DT점,경기도,과천시,경기도 과천시 중앙로 277,스타벅스
Q12,스타벅스,양주광사DT점,경기도,양주시,경기도 양주시 부흥로 1872,스타벅스
Q12,스타벅스,일산가로수길R점,경기도,고양시 일산서구,경기도 고양시 일산서구 주엽로 80,스타벅스
Q12,스타벅스,광명하안대로점,경기도,광명시,경기도 광명시 범안로 1036,스타벅스
Q12,스타벅스,경기광주신현DT점,경기도,광주시,경기도 광주시 오포읍 태재로 37,스타벅스
Q12,스타벅스,안성석정DT점,경기도,안성시,경기도 안성시 중앙로 308,스타벅스
Q12,스타벅스,광교법조타운점,경기도,수원시 영통구,경기도 수원시 영통구 광교중앙로248번길 7-2,스타벅스
Q12,스타벅스,동탄이마트점,경기도,화성시,경기도 화성시 동탄중앙로 376,스타벅스
Q12,스타벅스,광교신대역점,경기도,용인시 수지구,경기도 용인시 수지구 광교마을로 41,스타벅스
Q12,스타벅스,,경기도,안성시,경기도 안성시 일죽면 금일로 474,스타벅스
Q12,스타벅스,동탄센트럴파크점,경기도,화성시,경기도 화성시 동탄지성로 104,스타벅스
Q12,스타벅스,수원매산점,경기도,수원시 팔달구,경기도 수원시 팔달구 매산로 11,스타벅스
Q12,스타벅스,송내역점,경기도,부천시,경기도 부천시 부일로 204,스타벅스
Q12,스타벅스,,경기도,화성시,경기도 화성시 봉담읍 효행로 370-6,스타벅스
Q12,스타벅스,수원이비스점,경기도,수원시 팔달구,경기도 수원시 팔달구 권광로 132,스타벅스
Q12,스타벅스,안산문화광장점,경기도,안산시 단원구,경기도 안산시 단원구 광덕대로 154,스타벅스
Q12,스타벅스,판교봇들마을점,경기도,성남시 분당구,경기도 성남시 분당구 판교로 372,스타벅스
Q12,스타벅스서현골든프라자,,경기도,성남시 분당구,경기도 성남시 분당구 황새울로335번길 5,스타벅스
Q12,스타벅스,용인죽전역R점,경기도,용인시 수지구,경기도 용인시 수지구 용구대로 2750,스타벅스
Q12,스타벅스,,경기도,의정부시,경기도 의정부시 금신로 63,스타벅스
Q12,스타벅스,동탄능동DT점,경기도,화성시,경기도 화성시 동탄지성로 203,스타벅스
